Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
ROU,Romania,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,38.33,34.13,31.37,47.16,34.45,37.7,31.59,49.75,33.24,,,,
ROU,Romania,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,4.95,5.89,6.91,5.13,12.52,13.19,12.39,16.02,14.16,,,,
ROU,Romania,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,3.09,2.1,3.17,3.19,7.33,5.33,7.89,6.57,7.49,,,,
ROU,Romania,3122,Informal Investors Rate,% of 18-64 population,,,,,,,4.56,2.04,1.92,3.2,6.26,6.23,5.16,4.56,5.2,,,,
ROU,Romania,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,32.44,24.36,13.78,33.2,45.11,48.63,43.79,47.17,45.3,,,,
ROU,Romania,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,36.28,34.33,39.4,28.58,42.83,48.43,46.87,37.02,44.29,,,,
ROU,Romania,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,18.25,49.15,27.25,26.84,39.15,38.9,31.8,29.32,21.98,,,,
RUS,Russian Federation,3106,Perceived Capabilities,% of 18-64 population,,15.23,,,,25.14,8.65,17.61,23.67,22.69,33.2,23.5,28.15,27.83,,28.42,,27.46,35.62
RUS,Russian Federation,3107,Perceived Opportunities,% of 18-64 population,,14.22,,,,23.72,10.57,30.06,17.11,21.65,27.06,20.08,18.19,26.5,,17.88,,22.81,29.6
RUS,Russian Federation,3108,Fear of Failure Rate,% of 18-64 population,,35.5,,,,39.98,42.03,56.94,51.77,41.69,43.44,46.51,29.04,39.49,,44.8,,46.42,45.16
RUS,Russian Federation,3109,Entrepreneurial Intention,% of 18-64 population,,2.51,,,,6.07,3.46,3.11,2.39,2.61,3.61,2.23,2.6,3.53,,2.12,,2.2,9.84
RUS,Russian Federation,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,33.89,,,,41.12,16.88,35.52,31.6,34.02,37.49,33.75,39.32,41.4,,,,,
RUS,Russian Federation,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,71.23,29.45,59.81,60.07,65.42,64.54,59.84,65.73,67.12,,63.4,,68.02,70.77
RUS,Russian Federation,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,67.86,31.47,64.43,63.1,63.66,65.25,63.07,68.02,65.93,,65.6,,68.04,73.69
RUS,Russian Federation,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,53.55,19.22,50.29,41.52,46.56,55.32,44.65,48.95,50.43,,,,,
RUS,Russian Federation,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,0.97,,,,3.43,1.33,1.73,1.77,2.24,2.37,2.65,3.05,2.39,,,,,
RUS,Russian Federation,3115,New Business Ownership Rate,% of 18-64 population,,1.54,,,,1.71,1.34,1.99,2.29,1.71,2.28,1.8,2.76,2.35,,,,,
RUS,Russian Federation,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,2.47,,,,4.84,2.67,3.49,3.88,3.94,4.57,4.34,5.75,4.69,,6.27,,5.55,9.33
RUS,Russian Federation,3117,Established Business Ownership Rate,% of 18-64 population,,1.11,,,,1.19,1.68,1.11,2.28,2.79,2.84,2.05,3.41,3.95,,5.3,,4.9,5.09
RUS,Russian Federation,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,20.73,,,,29.74,19.11,20.87,28.87,32.02,26.88,36.4,35.39,39.02,,,,,
RUS,Russian Federation,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,25.15,27.3,30.73,36.89,30.26,41.88,31.4,41.99,41.56,,,,,
RUS,Russian Federation,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,3.52,,,,7.28,3.79,4.51,4.58,4.42,5.13,5.35,6.2,5.77,,,,,
RUS,Russian Federation,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,1.48,,,,2.57,1.64,2.55,3.23,3.51,4.05,3.42,5.35,3.7,,,,,
RUS,Russian Federation,3122,Informal Investors Rate,% of 18-64 population,,1.42,,,,1.35,1.6,1.27,1.47,1.06,1.45,1.57,2.3,2.37,,,,,
RUS,Russian Federation,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,27.25,,,,27.16,26.75,20.86,30.58,18.62,33.8,28.96,26.53,23.99,,,,,
RUS,Russian Federation,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,20.95,,,,38.18,39.12,35.02,41.54,36,29.28,27.49,29.05,30.74,,5.4,,8.09,
RUS,Russian Federation,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,5.63,5.31,13.91,9.52,3.48,4.36,4.58,5.65,4.85,,,,,
SAU,Saudi Arabia,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,,72.51,69.31,,,,,,70.68,71.82,83.42,83
SAU,Saudi Arabia,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,,69.48,75.84,,,,,,81.53,79.47,76.3,73.8
SAU,Saudi Arabia,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,,48.94,38.95,,,,,,39.43,34.35,43.63,41.78
SAU,Saudi Arabia,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,,34.03,0.98,,,,,,23.88,30.85,26.77,32.32
SAU,Saudi Arabia,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,,,36.92,46.51,,,,,,,,,
SAU,Saudi Arabia,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,,79.96,86.77,,,,,,81.3,69.66,66.81,69.68
SAU,Saudi Arabia,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,,89.32,92.26,,,,,,78.7,69.25,78.19,79.32
SAU,Saudi Arabia,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,,,78.02,78.04,,,,,,,,,
SAU,Saudi Arabia,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,,2.94,6.33,,,,,,,,,
SAU,Saudi Arabia,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,,,1.92,3.16,,,,,,,,,
SAU,Saudi Arabia,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,,4.66,9.4,,,,,,11.44,11.45,12.09,13.96
SAU,Saudi Arabia,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,,4.06,3.86,,,,,,2.3,3.16,3.11,5.35
SAU,Saudi Arabia,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,11.76,9.58,,,,,,,,,
SAU,Saudi Arabia,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,63.02,74.56,,,,,,,,,
SAU,Saudi Arabia,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,,,7.93,12.05,,,,,,,,,
SAU,Saudi Arabia,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,,,0.71,5.87,,,,,,,,,
SAU,Saudi Arabia,3122,Informal Investors Rate,% of 18-64 population,,,,,,,,,3.79,11.36,,,,,,,,,
SAU,Saudi Arabia,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,,,79.73,62.03,,,,,,,,,
SAU,Saudi Arabia,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,71.93,44.43,,,,,,12.9,27.6,23.26,
SAU,Saudi Arabia,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,12.45,13.92,,,,,,,,,
SDN,Sudan,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,,,,,,,,,,,74.52,
SDN,Sudan,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,,,,,,,,,,,70.98,
SDN,Sudan,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,,,,,,,,,,,34.49,
SDN,Sudan,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,,,,,,,,,,,66.65,
SDN,Sudan,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,,,,,,,,,,,79.38,
SDN,Sudan,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,,,,,,,,,,,85.3,
SDN,Sudan,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,,,,,,,,,,,22.17,
SDN,Sudan,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,,,,,,,10.19,
SDN,Sudan,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,,,,,,,13.37,
SEN,Senegal,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,,,,,,,,89.05,,,,
SEN,Senegal,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,,,,,,,,69.91,,,,
SEN,Senegal,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,,,,,,,,15.91,,,,
SEN,Senegal,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,,,,,,,,66.64,,,,
SEN,Senegal,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,,,,,,,,,62.92,,,,
SEN,Senegal,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,,,,,,,,24.9,,,,
SEN,Senegal,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,,,,14.97,,,,
SEN,Senegal,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,,,,,,,,38.55,,,,
SEN,Senegal,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,,,,18.82,,,,
SEN,Senegal,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,,,,27.06,,,,
SEN,Senegal,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,,,,51.89,,,,
SEN,Senegal,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,,,,,,,,,40.48,,,,
SEN,Senegal,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,,,,,,,,,36.77,,,,
SEN,Senegal,3122,Informal Investors Rate,% of 18-64 population,,,,,,,,,,,,,,,15.18,,,,
SEN,Senegal,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,,,,,,,,,24.86,,,,
SEN,Senegal,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,,,,12.48,,,,
SEN,Senegal,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,,,,3.21,,,,
SGP,Singapore,3106,Perceived Capabilities,% of 18-64 population,24.56,26.57,26.84,26.12,28.99,25.39,,,,,24.1,26.58,24.76,21.35,,,,,
SGP,Singapore,3107,Perceived Opportunities,% of 18-64 population,17.46,16.65,16.99,16.26,17.47,15.7,,,,,21.44,22.51,22.24,16.71,,,,,
SGP,Singapore,3108,Fear of Failure Rate,% of 18-64 population,45.07,40.11,34.21,36.25,35.77,39.15,,,,,39.18,41.63,39.78,39.4,,,,,
SGP,Singapore,3109,Entrepreneurial Intention,% of 18-64 population,,9.1,8.76,10.45,12.78,9.41,,,,,11.75,16.08,15.09,9.44,,,,,
SGP,Singapore,3110,Know Startup Entrepreneur Rate,% of 18-64 population,23.59,27.56,25.88,25.75,31.29,26.13,,,,,16.62,18.74,18.41,18.52,,,,,
SGP,Singapore,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,53.3,49.14,46.82,48.17,,,,,53.64,50.25,50.94,51.73,,,,,
SGP,Singapore,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,57.47,53.07,57.75,54.05,,,,,62.93,62.52,59.38,62.91,,,,,
SGP,Singapore,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,67.28,65.4,70.21,59.78,,,,,76.51,76.72,75.33,79.1,,,,,
SGP,Singapore,3114,Nascent Entrepreneurship Rate,% of 18-64 population,2.02,4.03,3,3.07,3.89,2.7,,,,,3.84,7.6,6.39,6.36,,,,,
SGP,Singapore,3115,New Business Ownership Rate,% of 18-64 population,1.62,2.03,2.27,3.01,3.67,2.52,,,,,2.8,4.18,4.43,4.82,,,,,
SGP,Singapore,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,6.05,5.91,4.95,5.66,7.24,4.8,,,,,6.6,11.56,10.68,10.96,,,,,
SGP,Singapore,3117,Established Business Ownership Rate,% of 18-64 population,5.43,3.12,1.78,3.88,4.75,3.37,,,,,3.34,3.1,4.2,2.88,,,,,
SGP,Singapore,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,13.13,14.55,19.11,11.15,15.87,13.03,,,,,16.25,14.77,8.41,11.4,,,,,
SGP,Singapore,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,66.51,61.35,,,,,52.61,54.45,68.77,70.81,,,,,
SGP,Singapore,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,8.71,9.33,6.46,8.16,9.56,5.91,,,,,6.03,13.15,13.22,14.83,,,,,
SGP,Singapore,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,3.38,2.69,3.53,3.3,5.04,3.75,,,,,7.16,10.01,8.19,7.17,,,,,
SGP,Singapore,3122,Informal Investors Rate,% of 18-64 population,1.9,3.61,1.58,2.72,3.52,3,,,,,2.61,3.7,3.87,3.91,,,,,
SGP,Singapore,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,24.98,49.38,42.27,41.44,41.79,47,,,,,37.11,44.46,51.15,42.53,,,,,
SGP,Singapore,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,36.2,48,37.61,37.47,47.04,,,,,40.26,43.54,34.23,48.76,,,,,
SGP,Singapore,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,33.73,38.59,30.94,35.18,,,,,34.76,43.02,36.71,37.21,,,,,
SLV,El Salvador,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,,,,,58.51,,70.81,,70.57,,,
SLV,El Salvador,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,,,,,42.74,,44.69,,38.92,,,
SLV,El Salvador,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,,,,,41.72,,34.9,,30.76,,,
SLV,El Salvador,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,,,,,39.84,,23.06,,33.35,,,
SLV,El Salvador,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,,,,,,39.75,,41.54,,,,,
SLV,El Salvador,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,,,,,72.86,,82.57,,71.5,,,
SLV,El Salvador,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,,,,,71.9,,59.49,,52.6,,,
SLV,El Salvador,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,,,,,,61.83,,59.55,,,,,
SLV,El Salvador,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,,,,,7.69,,11.37,,,,,
SLV,El Salvador,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,7.79,,8.74,,,,,
SLV,El Salvador,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,,,,,15.26,,19.48,,14.26,,,
SLV,El Salvador,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,9.39,,12.73,,11.5,,,
SLV,El Salvador,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,35.24,,31.95,,,,,
SLV,El Salvador,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,39.22,,54.48,,,,,
SLV,El Salvador,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,,,,,,16.4,,19.26,,,,,
SLV,El Salvador,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,,,,,,14.34,,19.69,,,,,
SLV,El Salvador,3122,Informal Investors Rate,% of 18-64 population,,,,,,,,,,,,8.12,,4.46,,,,,
SLV,El Salvador,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,,,,,,26.3,,6.67,,,,,
SLV,El Salvador,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,56.14,,10.57,,14.9,,,
SLV,El Salvador,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,3.5,,3.84,,,,,
SRB,Serbia,3106,Perceived Capabilities,% of 18-64 population,,,,,,,63.01,64.24,72.29,,,,,,,,,,
SRB,Serbia,3107,Perceived Opportunities,% of 18-64 population,,,,,,,48.01,51.22,29.33,,,,,,,,,,
SRB,Serbia,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,25.7,25.84,27.96,,,,,,,,,,
SRB,Serbia,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,32.93,30.85,22.2,,,,,,,,,,
SRB,Serbia,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,54.58,54.02,50.29,,,,,,,,,,
SRB,Serbia,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,77.91,72.34,68.89,,,,,,,,,,
SRB,Serbia,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,61.03,64.18,56.22,,,,,,,,,,
SRB,Serbia,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,63.53,66.8,55.77,,,,,,,,,,
SRB,Serbia,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,4.75,3.97,2.22,,,,,,,,,,
SRB,Serbia,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,4.01,3.62,2.79,,,,,,,,,,
SRB,Serbia,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,8.56,7.59,4.9,,,,,,,,,,
SRB,Serbia,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,5.27,9.26,10.12,,,,,,,,,,
SRB,Serbia,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,46.02,33.29,41.41,,,,,,,,,,
SRB,Serbia,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,27.02,44.43,46.05,,,,,,,,,,
SRB,Serbia,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,12.11,9.99,7,,,,,,,,,,
SRB,Serbia,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,5.06,5.23,2.8,,,,,,,,,,
SRB,Serbia,3122,Informal Investors Rate,% of 18-64 population,,,,,,,4.1,4.59,4.33,,,,,,,,,,
SRB,Serbia,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,21.67,26.82,17.76,,,,,,,,,,
SRB,Serbia,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,18.1,24.48,42.52,,,,,,,,,,
SRB,Serbia,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,9.01,20.31,8.92,,,,,,,,,,
SUR,Suriname,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,,,,,,53.51,77.36,,,,,
SUR,Suriname,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,,,,,,52.72,41.03,,,,,
SUR,Suriname,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,,,,,,24.36,16.1,,,,,
SUR,Suriname,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,,,,,,13.14,4.55,,,,,
SUR,Suriname,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,,,,,,,46.37,40.3,,,,,
SUR,Suriname,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,,,,,,75.55,66.75,,,,,
SUR,Suriname,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,,,,,,79.29,67.18,,,,,
SUR,Suriname,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,,,,,,,65.95,80.66,,,,,
SUR,Suriname,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,,,,,,3.88,1.93,,,,,
SUR,Suriname,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,,1.26,0.17,,,,,
SUR,Suriname,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,,,,,,5.13,2.1,,,,,
SUR,Suriname,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,,1.71,5.17,,,,,
SUR,Suriname,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,,17.76,5.42,,,,,
SUR,Suriname,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,,57.58,39.83,,,,,
SUR,Suriname,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,,,,,,,6.76,2.67,,,,,
SUR,Suriname,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,,,,,,,3.45,1.54,,,,,
SUR,Suriname,3122,Informal Investors Rate,% of 18-64 population,,,,,,,,,,,,,1.53,0.17,,,,,
SUR,Suriname,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,,,,,,,5.94,7.56,,,,,
SUR,Suriname,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,,23.47,7.56,,,,,
SUR,Suriname,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,,9.97,51.52,,,,,
SVK,Slovak Republic,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,,,,52.92,49.73,51.01,54.4,52.38,44.03,48.45,53.29,53.05
SVK,Slovak Republic,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,,,,23.08,17.84,16.1,23.5,26.44,23.03,25.82,37.41,36.04
SVK,Slovak Republic,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,,,,31.83,38.32,33.17,35.96,33.65,39.66,32.83,29.38,43.71
SVK,Slovak Republic,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,,,,17.8,11.83,16.39,15.14,15.69,8.04,9.04,13.7,13.62
SVK,Slovak Republic,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,,,,,48.16,42.49,38.77,42.57,36.54,,,,
SVK,Slovak Republic,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,,,,54.55,50.27,49.22,45.42,50.76,50.6,47.55,46.89,42.35
SVK,Slovak Republic,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,,,,64.43,74.4,58.53,58.05,64.23,60.1,59.99,60.36,58.43
SVK,Slovak Republic,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,,,,,55.11,59.43,51.71,52.57,53.98,,,,
SVK,Slovak Republic,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,,,,9.24,6.65,6.11,6.7,6.49,,,,
SVK,Slovak Republic,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,,,,,5.34,3.91,3.61,4.35,3.39,,,,
SVK,Slovak Republic,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,,,,14.2,10.22,9.52,10.9,9.64,9.45,11.8,12.12,13.33
SVK,Slovak Republic,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,,,,9.64,6.38,5.39,7.8,5.69,6.1,10,4.58,5.88
SVK,Slovak Republic,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,27.56,35.57,40.17,32.57,31.09,,,,
SVK,Slovak Republic,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,33.86,42.88,40.17,51.83,51.3,,,,
SVK,Slovak Republic,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,,,,,20.27,13.72,11.74,14.37,12.96,,,,
SVK,Slovak Republic,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,,,,,8.12,6.73,7.3,7.41,6.5,,,,
SVK,Slovak Republic,3122,Informal Investors Rate,% of 18-64 population,,,,,,,,,,,7.84,7.17,7.35,8.55,8.49,,,,
SVK,Slovak Republic,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,,,,,30.83,33.66,29.4,34.4,32.64,,,,
SVK,Slovak Republic,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,42.26,51.97,51.44,62.84,47.67,25.9,29.24,21.96,
SVK,Slovak Republic,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,18.28,20.52,21.14,19.32,20.77,,,,
SVN,Slovenia,3106,Perceived Capabilities,% of 18-64 population,,44.34,38.38,43.18,35.46,47.71,48.04,50.8,52.03,56.34,50.79,51.32,51.48,48.6,48.61,51.8,53.31,50.97,57.46
SVN,Slovenia,3107,Perceived Opportunities,% of 18-64 population,,29.81,32.38,37.14,20.9,38.84,47.53,44.75,29.13,26.8,18.37,19.62,16.06,17.25,20.54,25.34,34.6,42.17,47.59
SVN,Slovenia,3108,Fear of Failure Rate,% of 18-64 population,,26.36,28.97,26.36,31.68,27.7,26.66,25.44,29.68,27.55,31.1,27.28,29.61,29,32.39,33.78,31.79,31.99,42.23
SVN,Slovenia,3109,Entrepreneurial Intention,% of 18-64 population,,9.05,10.28,8.35,8.64,7.28,9.33,7.31,9.7,8.73,9.21,13.25,12.37,11.36,9.11,11.38,14.23,15.28,14.98
SVN,Slovenia,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,44.58,47,46.81,31.88,44.91,49.36,53.6,54.88,49.04,36.8,40.08,39.3,40.49,37.22,,,,
SVN,Slovenia,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,59.27,59.28,32.7,56.68,57.73,57.6,55.75,53.18,53.71,52.73,57.38,53.39,53.69,56.8,55.12,58.43,63.45
SVN,Slovenia,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,77.04,76.41,45.5,76.19,75.96,77.8,77.59,73.7,69.73,71.08,68.1,72.31,70.03,69,73.42,75.78,84.04
SVN,Slovenia,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,61.63,60.87,32.72,57.93,68.18,67.43,57.22,56.17,45.1,51.08,50.52,57.56,60.29,,,,
SVN,Slovenia,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,3.28,2.99,1.9,2.98,2.91,3.02,4.06,3.22,2.24,1.91,2.95,3.58,3.78,3.22,,,,
SVN,Slovenia,3115,New Business Ownership Rate,% of 18-64 population,,1.53,1.11,0.7,1.44,1.79,1.76,2.4,2.14,2.42,1.75,2.53,2.87,2.66,2.79,,,,
